Airport ,Year,Month,Domestic_Inbound,Domestic_Outbound,Domestic_Total,International_Inbound,International_Outbound,International_Total,Total_Inbound,Total_Outbound,Total_Passengers 
ROCKHAMPTON,2016,2,"21,204","20,977","42,181",0,0,0,"21,204","20,977","42,181"
ROCKHAMPTON,2016,3,"23,995","24,732","48,727",0,0,0,"23,995","24,732","48,727"
ROCKHAMPTON,2016,4,"24,289","23,917","48,206",0,0,0,"24,289","23,917","48,206"
ROCKHAMPTON,2016,5,"25,201","25,046","50,247",0,0,0,"25,201","25,046","50,247"
ROCKHAMPTON,2016,6,"24,694","24,846","49,540",0,0,0,"24,694","24,846","49,540"
ROCKHAMPTON,2016,7,"25,130","25,466","50,596",0,0,0,"25,130","25,466","50,596"
ROCKHAMPTON,2016,8,"25,307","25,273","50,580",0,0,0,"25,307","25,273","50,580"
ROCKHAMPTON,2016,9,"26,180","26,113","52,293",0,0,0,"26,180","26,113","52,293"
ROCKHAMPTON,2016,10,"25,428","25,446","50,874",0,0,0,"25,428","25,446","50,874"
ROCKHAMPTON,2016,11,"24,719","25,047","49,766",0,0,0,"24,719","25,047","49,766"
ROCKHAMPTON,2016,12,"25,262","25,852","51,114",0,0,0,"25,262","25,852","51,114"
ROCKHAMPTON,2017,1,"21,665","20,165","41,830",0,0,0,"21,665","20,165","41,830"
ROCKHAMPTON,2017,2,"21,090","20,902","41,992",0,0,0,"21,090","20,902","41,992"
ROCKHAMPTON,2017,3,"24,218","25,245","49,463",0,0,0,"24,218","25,245","49,463"
ROCKHAMPTON,2017,4,"15,131","14,976","30,107",0,0,0,"15,131","14,976","30,107"
ROCKHAMPTON,2017,5,"24,313","24,516","48,829",0,0,0,"24,313","24,516","48,829"
ROCKHAMPTON,2017,6,"24,567","23,905","48,472",0,0,0,"24,567","23,905","48,472"
ROCKHAMPTON,2017,7,"26,291","26,769","53,060",0,0,0,"26,291","26,769","53,060"
ROCKHAMPTON,2017,8,"25,111","24,886","49,997",0,0,0,"25,111","24,886","49,997"
ROCKHAMPTON,2017,9,"25,076","24,912","49,988",0,0,0,"25,076","24,912","49,988"
ROCKHAMPTON,2017,10,"25,201","25,683","50,884",0,0,0,"25,201","25,683","50,884"
ROCKHAMPTON,2017,11,"23,202","23,451","46,653",0,0,0,"23,202","23,451","46,653"
ROCKHAMPTON,2017,12,"22,595","22,644","45,239",0,0,0,"22,595","22,644","45,239"
ROCKHAMPTON,2018,1,"21,014","19,404","40,418",0,0,0,"21,014","19,404","40,418"
ROCKHAMPTON,2018,2,"19,329","19,416","38,745",0,0,0,"19,329","19,416","38,745"
ROCKHAMPTON,2018,3,"23,895","23,665","47,560",0,0,0,"23,895","23,665","47,560"
ROCKHAMPTON,2018,4,"21,851","21,368","43,219",0,0,0,"21,851","21,368","43,219"
ROCKHAMPTON,2018,5,"26,196","25,796","51,992",0,0,0,"26,196","25,796","51,992"
ROCKHAMPTON,2018,6,"22,731","23,045","45,776",0,0,0,"22,731","23,045","45,776"
ROCKHAMPTON,2018,7,"23,750","23,741","47,491",0,0,0,"23,750","23,741","47,491"
ROCKHAMPTON,2018,8,"25,001","25,028","50,029",0,0,0,"25,001","25,028","50,029"
ROCKHAMPTON,2018,9,"22,995","23,668","46,663",0,0,0,"22,995","23,668","46,663"
ROCKHAMPTON,2018,10,"24,857","24,440","49,297",0,0,0,"24,857","24,440","49,297"
ROCKHAMPTON,2018,11,"22,684","23,271","45,955",0,0,0,"22,684","23,271","45,955"
ROCKHAMPTON,2018,12,"21,740","22,711","44,451",0,0,0,"21,740","22,711","44,451"
ROCKHAMPTON,2019,1,"21,021","19,909","40,930",0,0,0,"21,021","19,909","40,930"
ROCKHAMPTON,2019,2,"20,247","20,267","40,514",0,0,0,"20,247","20,267","40,514"
ROCKHAMPTON,2019,3,"23,204","23,353","46,557",0,0,0,"23,204","23,353","46,557"
ROCKHAMPTON,2019,4,"22,961","22,699","45,660",0,0,0,"22,961","22,699","45,660"
ROCKHAMPTON,2019,5,"24,496","24,526","49,022",0,0,0,"24,496","24,526","49,022"
ROCKHAMPTON,2019,6,"23,208","22,846","46,054",0,0,0,"23,208","22,846","46,054"
ROCKHAMPTON,2019,7,"27,086","27,017","54,103",0,0,0,"27,086","27,017","54,103"
ROCKHAMPTON,2019,8,"24,649","25,631","50,280",0,0,0,"24,649","25,631","50,280"
ROCKHAMPTON,2019,9,"25,279","24,781","50,060",0,0,0,"25,279","24,781","50,060"
ROCKHAMPTON,2019,10,"26,365","26,282","52,647",0,0,0,"26,365","26,282","52,647"
ROCKHAMPTON,2019,11,"23,925","24,665","48,590",0,0,0,"23,925","24,665","48,590"
ROCKHAMPTON,2019,12,"23,304","23,822","47,126",0,0,0,"23,304","23,822","47,126"
ROCKHAMPTON,2020,1,"21,682","20,775","42,457",0,0,0,"21,682","20,775","42,457"
ROCKHAMPTON,2020,2,"20,718","20,712","41,430",0,0,0,"20,718","20,712","41,430"
ROCKHAMPTON,2020,3,"16,383","15,076","31,459",0,0,0,"16,383","15,076","31,459"
ROCKHAMPTON,2020,4,"1,234","1,271","2,505",0,0,0,"1,234","1,271","2,505"
ROCKHAMPTON,2020,5,"2,071","2,088","4,159",0,0,0,"2,071","2,088","4,159"
ROCKHAMPTON,2020,6,"4,595","4,698","9,293",0,0,0,"4,595","4,698","9,293"
ROCKHAMPTON,2020,7,"8,535","8,745","17,280",0,0,0,"8,535","8,745","17,280"
ROCKHAMPTON,2020,8,"8,972","9,209","18,181",0,0,0,"8,972","9,209","18,181"
ROCKHAMPTON,2020,9,"10,594","10,633","21,227",0,0,0,"10,594","10,633","21,227"
ROCKHAMPTON,2020,10,"12,598","13,364","25,962",0,0,0,"12,598","13,364","25,962"
ROCKHAMPTON,2020,11,"14,346","14,156","28,502",0,0,0,"14,346","14,156","28,502"
ROCKHAMPTON,2020,12,"16,667","16,649","33,316",0,0,0,"16,667","16,649","33,316"
ROCKHAMPTON,2021,1,"12,142","12,504","24,646",0,0,0,"12,142","12,504","24,646"
ROCKHAMPTON,2021,2,"14,433","14,563","28,996",0,0,0,"14,433","14,563","28,996"
ROCKHAMPTON,2021,3,"18,678","18,454","37,132",0,0,0,"18,678","18,454","37,132"
ROCKHAMPTON,2021,4,"18,320","18,576","36,896",0,0,0,"18,320","18,576","36,896"
ROCKHAMPTON,2021,5,"21,818","21,819","43,637",0,0,0,"21,818","21,819","43,637"
ROCKHAMPTON,2021,6,"19,783","19,784","39,567",0,0,0,"19,783","19,784","39,567"
ROCKHAMPTON,2021,7,"15,748","16,180","31,928",0,0,0,"15,748","16,180","31,928"
ROCKHAMPTON,2021,8,"10,187","9,910","20,097",0,0,0,"10,187","9,910","20,097"
ROCKHAMPTON,2021,9,"15,913","16,157","32,070",0,0,0,"15,913","16,157","32,070"
ROCKHAMPTON,2021,10,"16,260","16,802","33,062",0,0,0,"16,260","16,802","33,062"
ROCKHAMPTON,2021,11,"17,545","17,459","35,004",0,0,0,"17,545","17,459","35,004"
ROCKHAMPTON,2021,12,"18,646","18,401","37,047",0,0,0,"18,646","18,401","37,047"
ROCKHAMPTON,2022,1,"12,526","12,465","24,991",0,0,0,"12,526","12,465","24,991"
ROCKHAMPTON,2022,2,"13,441","13,612","27,053",0,0,0,"13,441","13,612","27,053"
ROCKHAMPTON,2022,3,"18,543","19,039","37,582",0,0,0,"18,543","19,039","37,582"
ROCKHAMPTON,2022,4,"20,984","21,003","41,987",0,0,0,"20,984","21,003","41,987"
ROCKHAMPTON,2022,5,"22,452","22,360","44,812",0,0,0,"22,452","22,360","44,812"
ROCKHAMPTON,2022,6,"22,499","22,892","45,391",0,0,0,"22,499","22,892","45,391"
ROCKHAMPTON,2022,7,"22,938","22,747","45,685",0,0,0,"22,938","22,747","45,685"
ROCKHAMPTON,2022,8,"22,850","22,597","45,447",0,0,0,"22,850","22,597","45,447"
ROCKHAMPTON,2022,9,"21,059","20,981","42,040",0,0,0,"21,059","20,981","42,040"
ROCKHAMPTON,2022,10,"21,071","21,898","42,969",0,0,0,"21,071","21,898","42,969"
ROCKHAMPTON,2022,11,"22,545","22,441","44,986",0,0,0,"22,545","22,441","44,986"
ROCKHAMPTON,2022,12,"20,503","21,265","41,768",0,0,0,"20,503","21,265","41,768"
ROCKHAMPTON,2023,1,"19,410","18,552","37,962",0,0,0,"19,410","18,552","37,962"
ROCKHAMPTON,2023,2,"19,787","20,157","39,944",0,0,0,"19,787","20,157","39,944"
ROCKHAMPTON,2023,3,"26,024","26,325","52,349",0,0,0,"26,024","26,325","52,349"
ROCKHAMPTON,2023,4,"25,915","26,023","51,938",0,0,0,"25,915","26,023","51,938"
ROCKHAMPTON,2023,5,"28,156","28,295","56,451",0,0,0,"28,156","28,295","56,451"
ROCKHAMPTON,2023,6,"28,019","28,025","56,044",0,0,0,"28,019","28,025","56,044"
ROCKHAMPTON,2023,7,"30,335","29,536","59,871",0,0,0,"30,335","29,536","59,871"
ROCKHAMPTON,2023,8,"28,704","29,340","58,044",0,0,0,"28,704","29,340","58,044"
ROCKHAMPTON,2023,9,"28,901","28,755","57,656",0,0,0,"28,901","28,755","57,656"
ROCKHAMPTON,2023,10,"28,628","28,335","56,963",0,0,0,"28,628","28,335","56,963"
ROCKHAMPTON,2023,11,"27,258","27,927","55,185",0,0,0,"27,258","27,927","55,185"
ROCKHAMPTON,2023,12,"25,308","25,068","50,376",0,0,0,"25,308","25,068","50,376"
ROCKHAMPTON,2024,1,"23,137","21,781","44,918",0,0,0,"23,137","21,781","44,918"
ROCKHAMPTON,2024,2,"24,804","25,222","50,026",0,0,0,"24,804","25,222","50,026"
ROCKHAMPTON,2024,3,"28,398","27,865","56,263",0,0,0,"28,398","27,865","56,263"
ROCKHAMPTON,2024,4,"28,965","28,067","57,032",0,0,0,"28,965","28,067","57,032"
ROCKHAMPTON,2024,5,"28,542","29,108","57,650",0,0,0,"28,542","29,108","57,650"
ROCKHAMPTON,2024,6,"25,919","26,335","52,254",0,0,0,"25,919","26,335","52,254"
SUNSHINE COAST,2009,1,"45,697","47,665","93,362",0,0,0,"45,697","47,665","93,362"
SUNSHINE COAST,2009,2,"31,655","31,563","63,218",0,0,0,"31,655","31,563","63,218"
SUNSHINE COAST,2009,3,"35,955","35,832","71,787",0,0,0,"35,955","35,832","71,787"
SUNSHINE COAST,2009,4,"37,483","37,954","75,437",0,0,0,"37,483","37,954","75,437"
SUNSHINE COAST,2009,5,"34,213","34,168","68,381",0,0,0,"34,213","34,168","68,381"
SUNSHINE COAST,2009,6,"31,734","30,909","62,643",0,0,0,"31,734","30,909","62,643"
SUNSHINE COAST,2009,7,"35,748","34,738","70,486",0,0,0,"35,748","34,738","70,486"
SUNSHINE COAST,2009,8,"35,999","35,808","71,807",0,0,0,"35,999","35,808","71,807"
SUNSHINE COAST,2009,9,"35,010","34,510","69,520",0,0,0,"35,010","34,510","69,520"
SUNSHINE COAST,2009,10,"37,978","38,239","76,217",0,0,0,"37,978","38,239","76,217"
SUNSHINE COAST,2009,11,"34,449","36,311","70,760",0,0,0,"34,449","36,311","70,760"
SUNSHINE COAST,2009,12,"33,817","31,572","65,389",0,0,0,"33,817","31,572","65,389"
SUNSHINE COAST,2010,1,"34,713","37,517","72,230",0,0,0,"34,713","37,517","72,230"
SUNSHINE COAST,2010,2,"28,925","29,019","57,944",0,0,0,"28,925","29,019","57,944"
SUNSHINE COAST,2010,3,"31,817","30,574","62,391",0,0,0,"31,817","30,574","62,391"
SUNSHINE COAST,2010,4,"34,920","36,742","71,662",0,0,0,"34,920","36,742","71,662"
SUNSHINE COAST,2010,5,"31,064","31,888","62,952",0,0,0,"31,064","31,888","62,952"
SUNSHINE COAST,2010,6,"30,986","30,062","61,048",0,0,0,"30,986","30,062","61,048"
SUNSHINE COAST,2010,7,"39,239","38,214","77,453",0,0,0,"39,239","38,214","77,453"
SUNSHINE COAST,2010,8,"36,256","36,552","72,808",0,0,0,"36,256","36,552","72,808"
SUNSHINE COAST,2010,9,"40,102","37,481","77,583",0,0,0,"40,102","37,481","77,583"
SUNSHINE COAST,2010,10,"41,486","43,119","84,605",0,0,0,"41,486","43,119","84,605"
SUNSHINE COAST,2010,11,"39,243","40,850","80,093",0,0,0,"39,243","40,850","80,093"
SUNSHINE COAST,2010,12,"42,747","40,153","82,900",0,0,0,"42,747","40,153","82,900"
SUNSHINE COAST,2011,1,"41,828","47,366","89,194",0,0,0,"41,828","47,366","89,194"
SUNSHINE COAST,2011,2,"30,150","30,658","60,808",0,0,0,"30,150","30,658","60,808"
SUNSHINE COAST,2011,3,"36,120","35,698","71,818",0,0,0,"36,120","35,698","71,818"
SUNSHINE COAST,2011,4,"43,279","42,511","85,790",0,0,0,"43,279","42,511","85,790"
SUNSHINE COAST,2011,5,"33,996","34,824","68,820",0,0,0,"33,996","34,824","68,820"
SUNSHINE COAST,2011,6,"31,320","30,983","62,303",0,0,0,"31,320","30,983","62,303"
SUNSHINE COAST,2011,7,"39,098","37,432","76,530",0,0,0,"39,098","37,432","76,530"
SUNSHINE COAST,2011,8,"31,928","32,338","64,266",0,0,0,"31,928","32,338","64,266"
SUNSHINE COAST,2011,9,"36,209","33,826","70,035",0,0,0,"36,209","33,826","70,035"
SUNSHINE COAST,2011,10,"34,464","36,932","71,396",0,0,0,"34,464","36,932","71,396"
SUNSHINE COAST,2011,11,"31,538","33,287","64,825",0,0,0,"31,538","33,287","64,825"
SUNSHINE COAST,2011,12,"36,982","34,648","71,630",0,0,0,"36,982","34,648","71,630"
SUNSHINE COAST,2012,1,"38,159","41,261","79,420",0,0,0,"38,159","41,261","79,420"
SUNSHINE COAST,2012,2,"27,076","27,246","54,322",0,0,0,"27,076","27,246","54,322"
SUNSHINE COAST,2012,3,"30,082","29,475","59,557",0,0,0,"30,082","29,475","59,557"
SUNSHINE COAST,2012,4,"32,772","32,788","65,560",0,0,0,"32,772","32,788","65,560"
SUNSHINE COAST,2012,5,"28,420","29,068","57,488",0,0,0,"28,420","29,068","57,488"
SUNSHINE COAST,2012,6,"28,911","27,169","56,080",0,0,0,"28,911","27,169","56,080"
SUNSHINE COAST,2012,7,"33,872","33,736","67,608","1,229","1,055","2,284","35,101","34,791","69,892"
SUNSHINE COAST,2012,8,"29,763","29,595","59,358","1,029","1,003","2,032","30,792","30,598","61,390"
SUNSHINE COAST,2012,9,"37,430","35,925","73,355",606,791,"1,397","38,036","36,716","74,752"
SUNSHINE COAST,2012,10,"35,579","37,586","73,165",0,0,0,"35,579","37,586","73,165"
SUNSHINE COAST,2012,11,"34,918","36,027","70,945",0,0,0,"34,918","36,027","70,945"
SUNSHINE COAST,2012,12,"37,389","35,415","72,804",0,0,0,"37,389","35,415","72,804"
SUNSHINE COAST,2013,1,"36,254","38,189","74,443",0,0,0,"36,254","38,189","74,443"
SUNSHINE COAST,2013,2,"24,714","24,656","49,370",0,0,0,"24,714","24,656","49,370"
SUNSHINE COAST,2013,3,"32,048","30,913","62,961",0,0,0,"32,048","30,913","62,961"
SUNSHINE COAST,2013,4,"36,161","37,327","73,488",0,0,0,"36,161","37,327","73,488"
SUNSHINE COAST,2013,5,"29,685","30,278","59,963",0,0,0,"29,685","30,278","59,963"
SUNSHINE COAST,2013,6,"33,169","31,801","64,970",511,329,840,"33,680","32,130","65,810"
SUNSHINE COAST,2013,7,"37,078","37,819","74,897","1,162","1,071","2,233","38,240","38,890","77,130"
SUNSHINE COAST,2013,8,"36,603","35,762","72,365","1,044",982,"2,026","37,647","36,744","74,391"
SUNSHINE COAST,2013,9,"41,230","39,147","80,377","1,128","1,136","2,264","42,358","40,283","82,641"
SUNSHINE COAST,2013,10,"40,790","42,214","83,004",553,489,"1,042","41,343","42,703","84,046"
SUNSHINE COAST,2013,11,"38,361","39,769","78,130",0,0,0,"38,361","39,769","78,130"
SUNSHINE COAST,2013,12,"42,692","41,439","84,131",0,0,0,"42,692","41,439","84,131"
SUNSHINE COAST,2014,1,"43,005","46,710","89,715",0,0,0,"43,005","46,710","89,715"
SUNSHINE COAST,2014,2,"29,074","29,820","58,894",0,0,0,"29,074","29,820","58,894"
SUNSHINE COAST,2014,3,"35,429","35,329","70,758",0,0,0,"35,429","35,329","70,758"
SUNSHINE COAST,2014,4,"38,492","37,941","76,433",0,0,0,"38,492","37,941","76,433"
SUNSHINE COAST,2014,5,"30,745","31,349","62,094",0,0,0,"30,745","31,349","62,094"
SUNSHINE COAST,2014,6,"32,016","30,493","62,509",278,183,461,"32,294","30,676","62,970"
SUNSHINE COAST,2014,7,"36,813","37,428","74,241","1,508","1,203","2,711","38,321","38,631","76,952"
SUNSHINE COAST,2014,8,"32,624","32,124","64,748","1,373","1,191","2,564","33,997","33,315","67,312"
SUNSHINE COAST,2014,9,"38,614","37,179","75,793","1,234","1,210","2,444","39,848","38,389","78,237"
SUNSHINE COAST,2014,10,"39,738","40,931","80,669","1,022","1,046","2,068","40,760","41,977","82,737"
SUNSHINE COAST,2014,11,"35,622","36,709","72,331",0,0,0,"35,622","36,709","72,331"
SUNSHINE COAST,2014,12,"37,877","36,038","73,915",0,0,0,"37,877","36,038","73,915"
SUNSHINE COAST,2015,1,"37,890","42,048","79,938",0,0,0,"37,890","42,048","79,938"
SUNSHINE COAST,2015,2,"26,196","25,986","52,182",0,0,0,"26,196","25,986","52,182"
SUNSHINE COAST,2015,3,"32,867","31,577","64,444",0,0,0,"32,867","31,577","64,444"
SUNSHINE COAST,2015,4,"36,413","38,432","74,845",0,0,0,"36,413","38,432","74,845"
SUNSHINE COAST,2015,5,"29,833","30,090","59,923",0,0,0,"29,833","30,090","59,923"
SUNSHINE COAST,2015,6,"33,566","31,083","64,649",277,164,441,"33,843","31,247","65,090"
SUNSHINE COAST,2015,7,"39,430","40,072","79,502","1,771","1,381","3,152","41,201","41,453","82,654"
SUNSHINE COAST,2015,8,"37,099","37,056","74,155","1,625","1,570","3,195","38,724","38,626","77,350"
SUNSHINE COAST,2015,9,"44,012","41,811","85,823","1,643","1,593","3,236","45,655","43,404","89,059"
SUNSHINE COAST,2015,10,"43,308","45,063","88,371","1,104","1,133","2,237","44,412","46,196","90,608"
SUNSHINE COAST,2015,11,"39,106","40,016","79,122",0,0,0,"39,106","40,016","79,122"
SUNSHINE COAST,2015,12,"43,719","41,433","85,152",636,701,"1,337","44,355","42,134","86,489"
SUNSHINE COAST,2016,1,"42,454","47,148","89,602","1,157","1,031","2,188","43,611","48,179","91,790"
SUNSHINE COAST,2016,2,"31,549","31,537","63,086",799,791,"1,590","32,348","32,328","64,676"
SUNSHINE COAST,2016,3,"38,086","37,653","75,739",0,0,0,"38,086","37,653","75,739"
SUNSHINE COAST,2016,4,"40,425","41,283","81,708",0,0,0,"40,425","41,283","81,708"
SUNSHINE COAST,2016,5,"34,073","34,407","68,480",0,0,0,"34,073","34,407","68,480"
SUNSHINE COAST,2016,6,"36,604","33,840","70,444",0,0,0,"36,604","33,840","70,444"
SUNSHINE COAST,2016,7,"45,489","45,561","91,050","2,074","1,472","3,546","47,563","47,033","94,596"
SUNSHINE COAST,2016,8,"38,254","38,622","76,876","1,740","1,512","3,252","39,994","40,134","80,128"
SUNSHINE COAST,2016,9,"46,247","44,443","90,690","1,894","1,746","3,640","48,141","46,189","94,330"
SUNSHINE COAST,2016,10,"47,646","48,922","96,568","1,663","1,627","3,290","49,309","50,549","99,858"
SUNSHINE COAST,2016,11,"44,417","46,669","91,086",0,0,0,"44,417","46,669","91,086"
SUNSHINE COAST,2016,12,"50,172","47,251","97,423",0,0,0,"50,172","47,251","97,423"
SUNSHINE COAST,2017,1,"49,190","53,993","103,183",0,0,0,"49,190","53,993","103,183"
SUNSHINE COAST,2017,2,"34,293","34,971","69,264",0,0,0,"34,293","34,971","69,264"
SUNSHINE COAST,2017,3,"40,638","40,397","81,035",0,0,0,"40,638","40,397","81,035"
SUNSHINE COAST,2017,4,"50,593","50,278","100,871",0,0,0,"50,593","50,278","100,871"
SUNSHINE COAST,2017,5,"37,113","37,748","74,861",0,0,0,"37,113","37,748","74,861"
SUNSHINE COAST,2017,6,"38,577","36,242","74,819",0,0,0,"38,577","36,242","74,819"
SUNSHINE COAST,2017,7,"50,839","49,711","100,550","1,948","1,355","3,303","52,787","51,066","103,853"
SUNSHINE COAST,2017,8,"42,229","43,299","85,528","1,776","1,463","3,239","44,005","44,762","88,767"
SUNSHINE COAST,2017,9,"51,975","48,898","100,873","1,839","1,731","3,570","53,814","50,629","104,443"
SUNSHINE COAST,2017,10,"53,541","57,037","110,578","1,882","1,725","3,607","55,423","58,762","114,185"
SUNSHINE COAST,2017,11,"49,954","51,052","101,006",0,0,0,"49,954","51,052","101,006"
SUNSHINE COAST,2017,12,"57,051","53,346","110,397",0,0,0,"57,051","53,346","110,397"
SUNSHINE COAST,2018,1,"56,675","62,979","119,654",0,0,0,"56,675","62,979","119,654"
SUNSHINE COAST,2018,2,"39,789","40,298","80,087",0,0,0,"39,789","40,298","80,087"
SUNSHINE COAST,2018,3,"48,749","46,397","95,146",0,0,0,"48,749","46,397","95,146"
SUNSHINE COAST,2018,4,"50,703","52,628","103,331",0,0,0,"50,703","52,628","103,331"
SUNSHINE COAST,2018,5,"41,866","42,680","84,546",0,0,0,"41,866","42,680","84,546"
SUNSHINE COAST,2018,6,"42,877","40,596","83,473",0,0,0,"42,877","40,596","83,473"
SUNSHINE COAST,2018,7,"55,230","54,396","109,626","1,943","1,380","3,323","57,173","55,776","112,949"
SUNSHINE COAST,2018,8,"51,496","51,623","103,119","2,175","1,991","4,166","53,671","53,614","107,285"
SUNSHINE COAST,2018,9,"55,141","53,132","108,273","1,918","1,727","3,645","57,059","54,859","111,918"
SUNSHINE COAST,2018,10,"56,206","58,514","114,720","1,583","1,586","3,169","57,789","60,100","117,889"
SUNSHINE COAST,2018,11,"53,067","53,467","106,534",0,0,0,"53,067","53,467","106,534"
SUNSHINE COAST,2018,12,"57,912","54,181","112,093",0,0,0,"57,912","54,181","112,093"
SUNSHINE COAST,2019,1,"55,988","61,362","117,350",0,0,0,"55,988","61,362","117,350"
SUNSHINE COAST,2019,2,"38,801","39,935","78,736",0,0,0,"38,801","39,935","78,736"
SUNSHINE COAST,2019,3,"48,596","47,462","96,058",0,0,0,"48,596","47,462","96,058"
SUNSHINE COAST,2019,4,"57,922","57,602","115,524",0,0,0,"57,922","57,602","115,524"
SUNSHINE COAST,2019,5,"45,297","45,610","90,907",0,0,0,"45,297","45,610","90,907"
SUNSHINE COAST,2019,6,"46,464","43,854","90,318",0,0,0,"46,464","43,854","90,318"
SUNSHINE COAST,2019,7,"57,693","57,053","114,746","1,830","1,209","3,039","59,523","58,262","117,785"
SUNSHINE COAST,2019,8,"52,112","51,992","104,104","1,994","1,631","3,625","54,106","53,623","107,729"
SUNSHINE COAST,2019,9,"59,157","56,402","115,559","2,012","1,844","3,856","61,169","58,246","119,415"
SUNSHINE COAST,2019,10,"59,624","62,335","121,959","1,252","1,312","2,564","60,876","63,647","124,523"
SUNSHINE COAST,2019,11,"54,862","55,816","110,678",0,0,0,"54,862","55,816","110,678"
SUNSHINE COAST,2019,12,"58,993","55,020","114,013",0,0,0,"58,993","55,020","114,013"
SUNSHINE COAST,2020,1,"49,802","53,319","103,121",0,0,0,"49,802","53,319","103,121"
SUNSHINE COAST,2020,2,"40,821","41,262","82,083",0,0,0,"40,821","41,262","82,083"
SUNSHINE COAST,2020,3,"30,794","31,890","62,684",0,0,0,"30,794","31,890","62,684"
SUNSHINE COAST,2020,4,0,0,0,0,0,0,0,0,0
SUNSHINE COAST,2020,5,0,0,0,0,0,0,0,0,0
SUNSHINE COAST,2020,6,0,0,0,0,0,0,0,0,0
SUNSHINE COAST,2020,7,"4,595","4,152","8,747",0,0,0,"4,595","4,152","8,747"
SUNSHINE COAST,2020,8,"1,032","1,717","2,749",0,0,0,"1,032","1,717","2,749"
SUNSHINE COAST,2020,9,"2,320","2,238","4,558",0,0,0,"2,320","2,238","4,558"
SUNSHINE COAST,2020,10,"3,472","3,484","6,956",0,0,0,"3,472","3,484","6,956"
SUNSHINE COAST,2020,11,"3,424","3,869","7,293",0,0,0,"3,424","3,869","7,293"
SUNSHINE COAST,2020,12,"27,355","21,832","49,187",0,0,0,"27,355","21,832","49,187"
SUNSHINE COAST,2021,1,"25,047","32,503","57,550",0,0,0,"25,047","32,503","57,550"
SUNSHINE COAST,2021,2,"21,393","22,134","43,527",0,0,0,"21,393","22,134","43,527"
SUNSHINE COAST,2021,3,"43,943","41,218","85,161",0,0,0,"43,943","41,218","85,161"
SUNSHINE COAST,2021,4,"61,111","62,531","123,642",0,0,0,"61,111","62,531","123,642"
SUNSHINE COAST,2021,5,"46,629","47,419","94,048",0,0,0,"46,629","47,419","94,048"
SUNSHINE COAST,2021,6,"31,625","29,496","61,121",0,0,0,"31,625","29,496","61,121"
SUNSHINE COAST,2021,7,"10,807","16,435","27,242",202,310,512,"11,009","16,745","27,754"
SUNSHINE COAST,2021,8,"1,300","2,373","3,673",0,0,0,"1,300","2,373","3,673"
SUNSHINE COAST,2021,9,"2,662","3,240","5,902",0,0,0,"2,662","3,240","5,902"
SUNSHINE COAST,2021,10,"3,101","3,768","6,869",0,0,0,"3,101","3,768","6,869"
SUNSHINE COAST,2021,11,"2,922","3,309","6,231",0,0,0,"2,922","3,309","6,231"
SUNSHINE COAST,2021,12,"36,858","24,375","61,233",0,0,0,"36,858","24,375","61,233"
SUNSHINE COAST,2022,1,"49,489","58,181","107,670",0,0,0,"49,489","58,181","107,670"
SUNSHINE COAST,2022,2,"41,318","41,978","83,296",0,0,0,"41,318","41,978","83,296"
SUNSHINE COAST,2022,3,"56,238","56,662","112,900",0,0,0,"56,238","56,662","112,900"
SUNSHINE COAST,2022,4,"78,320","76,472","154,792",0,0,0,"78,320","76,472","154,792"
SUNSHINE COAST,2022,5,"60,284","62,428","122,712",0,0,0,"60,284","62,428","122,712"
SUNSHINE COAST,2022,6,"64,883","58,958","123,841",0,0,0,"64,883","58,958","123,841"
SUNSHINE COAST,2022,7,"67,840","70,187","138,027",898,718,"1,616","68,738","70,905","139,643"
SUNSHINE COAST,2022,8,"58,136","59,006","117,142","1,211","1,162","2,373","59,347","60,168","119,515"
SUNSHINE COAST,2022,9,"68,869","65,593","134,462","1,147","1,224","2,371","70,016","66,817","136,833"
SUNSHINE COAST,2022,10,"67,500","70,500","138,000",769,773,"1,542","68,269","71,273","139,542"
SUNSHINE COAST,2022,11,"59,695","63,256","122,951",0,0,0,"59,695","63,256","122,951"
SUNSHINE COAST,2022,12,"67,791","61,949","129,740",0,0,0,"67,791","61,949","129,740"
SUNSHINE COAST,2023,1,"66,640","72,901","139,541",0,0,0,"66,640","72,901","139,541"
SUNSHINE COAST,2023,2,"51,830","51,874","103,704",0,0,0,"51,830","51,874","103,704"
SUNSHINE COAST,2023,3,"68,061","68,114","136,175",0,0,0,"68,061","68,114","136,175"
SUNSHINE COAST,2023,4,"82,618","81,416","164,034",0,0,0,"82,618","81,416","164,034"
SUNSHINE COAST,2023,5,"70,948","71,211","142,159",0,0,0,"70,948","71,211","142,159"
SUNSHINE COAST,2023,6,"76,961","71,507","148,468",433,287,720,"77,394","71,794","149,188"
SUNSHINE COAST,2023,7,"88,757","88,579","177,336","1,753","1,577","3,330","90,510","90,156","180,666"
SUNSHINE COAST,2023,8,"76,817","76,271","153,088","1,585","1,609","3,194","78,402","77,880","156,282"
SUNSHINE COAST,2023,9,"84,121","81,211","165,332","1,809","1,791","3,600","85,930","83,002","168,932"
SUNSHINE COAST,2023,10,"83,839","87,512","171,351",866,"1,073","1,939","84,705","88,585","173,290"
SUNSHINE COAST,2023,11,"81,030","82,314","163,344",0,0,0,"81,030","82,314","163,344"
SUNSHINE COAST,2023,12,"93,823","85,783","179,606",0,0,0,"93,823","85,783","179,606"
